Sword_065;327,205;28,27;136,77
Sword_066;355,202;30,30;134,77
Sword_067;385,196;27,36;137,68
Sword_068;412,196;27,36;137,68
Sword_069;439,196;27,36;137,68
Sword_070;466,197;31,35;137,69
Sword_071;497,197;34,35;137,69
Sword_072;531,197;38,35;137,69
Sword_073;569,197;36,35;137,69
Sword_074;605,197;38,35;137,69
Sword_075;643,197;40,35;137,69
Sword_076;683,196;43,36;137,68
Sword_077;726,197;37,35;137,69
Sword_078;763,197;37,35;137,69
Sword_079;800,197;33,35;137,69
Sword_080;833,197;27,35;137,69
Sword_081;860,197;27,35;137,69
Sword_082;887,183;38,49;126,55
Sword_083;925,186;43,46;121,58
Sword_084;968,180;38,52;126,52
Sword_085;1006,177;42,55;122,49
Sword_086;1048,169;35,63;129,41
Sword_087;1083,192;27,40;137,64
Sword_088;1110,194;28,38;136,66
Sword_089;1138,192;44,40;128,66
Sword_090;0,298;49,39;124,66
Sword_091;49,251;68,86;118,20
Sword_092;117,245;47,92;127,13
Sword_093;164,232;47,105;127,0
Sword_094;211,232;42,105;128,0
Sword_095;253,232;43,105;127,0
Sword_097;296,233;40,104;80,0
Sword_098;336,291;33,46;88,58
Sword_098_under;369,327;21,10;68,74
Sword_099;390,296;34,41;88,63
Sword_099_under;424,327;21,10;68,74
Sword_100;445,296;28,41;88,63
Sword_100_under;473,327;21,10;68,74
Sword_101;494,300;26,37;88,67
Sword_101_under;520,327;21,10;68,74
Sword_102;541,293;26,44;88,60
Sword_102_under;567,327;21,10;68,74
Sword_103;588,273;26,64;88,40
Sword_103_under;614,327;21,10;68,74
Sword_104;635,277;26,60;88,44
Sword_104_under;661,327;21,10;68,74
Sword_105;682,281;27,56;87,48
Sword_105_under;709,327;21,10;68,74
Sword_106;730,303;38,34;90,70
Sword_106_under;768,327;21,10;72,76
Sword_107;789,302;38,35;90,69
Sword_107_under;827,327;21,10;72,76
Sword_108;848,302;39,35;90,69
Sword_108_under;887,327;21,10;72,76
Sword_109;908,303;40,34;90,70
Sword_109_under;948,327;21,10;72,76
Sword_110;969,304;50,33;90,71
Sword_110_under;1019,327;21,10;72,76
Sword_111;1040,305;50,32;90,72
Sword_111_under;1090,327;21,10;72,76
Sword_112;1111,303;50,34;90,70
Sword_112_under;1161,327;21,10;72,76
Sword_113;0,342;47,41;90,63
Sword_113_under;47,373;21,10;72,76
Sword_114;68,339;42,44;90,60
Sword_114_under;110,373;21,10;72,76
Sword_115;131,337;43,46;90,58
Sword_115_under;174,373;21,10;72,76
Sword_116;195,340;43,43;90,61
Sword_116_under;238,373;21,10;72,76
Sword_117;259,347;38,36;90,68
Sword_117_under;297,373;21,10;72,76
Sword_118;318,348;38,35;90,69
Sword_118_under;356,373;21,10;72,76
Sword_119;377,351;37,32;90,72
Sword_119_under;414,373;21,10;72,76
Sword_120;435,349;46,34;90,70
Sword_120_under;481,373;21,10;72,76
Sword_121;502,348;49,35;90,69
Sword_121_under;551,373;21,10;72,76
Sword_122;572,347;50,36;90,68
Sword_122_under;622,373;21,10;72,76
Sword_123;643,341;44,42;90,62
Sword_123_under;687,373;21,10;72,76
Sword_124;708,341;42,42;90,62
Sword_124_under;750,373;21,10;72,76
Sword_125;771,348;39,35;90,69
Sword_125_under;810,373;21,10;72,76
Sword_126;831,347;40,36;90,68
Sword_126_under;871,373;21,10;72,76
Sword_127;892,348;41,35;90,69
Sword_127_under;933,373;21,10;72,76
Sword_128;954,348;41,35;90,69
Sword_128_under;995,373;21,10;72,76
Sword_129;1016,348;45,35;90,69
Sword_129_under;1061,373;21,10;72,76
Sword_133;1082,343;42,40;139,70
Sword_134;1124,345;33,38;148,72
Sword_135;0,383;96,34;72,70
Sword_136;96,383;66,34;72,70
